no;date;permno;ret_excess;beta;bm;log_mktcap
31;01/01/2020;31;0.110229755;1.292053149;0.599232537;10.5119469
32;01/01/2020;32;-0.047559308;1.208649235;0.58735639;11.2859024
33;01/01/2020;33;-0.070944004;0.668191806;0.238895654;9.032485246
34;01/01/2020;34;-0.050125806;1.084791555;0.410268317;10.63238935
35;01/01/2020;35;-0.162909347;0.716167415;0.593723532;10.18307867
36;01/01/2020;36;-0.116761926;0.707061509;0.425466367;11.35011612
37;01/01/2020;37;-0.218003965;1.014084194;0.540853963;12.48732767
38;01/01/2020;38;-0.134099319;1.011339644;0.518291267;10.1146617
39;01/01/2020;39;-0.029429386;0.993458365;0.610740229;11.09574036
40;01/01/2020;40;-0.046589754;1.252856245;0.428962833;9.597290129
41;01/01/2020;41;0.144949627;1.058997577;0.494219763;9.640930286
42;01/01/2020;42;-0.106864272;0.865382636;0.534492342;9.44721177
43;01/01/2020;43;-0.085536463;1.023917658;0.627265445;8.64532502
44;01/01/2020;44;-0.0280623;0.897120698;0.482261916;10.07333886
45;01/01/2020;45;-0.099434008;0.986377685;0.5290406;9.96101147
46;01/01/2020;46;-0.096851432;0.770397618;0.365715179;10.72186988
47;01/01/2020;47;-0.110731819;0.976951104;0.563305003;9.785081042
48;01/01/2020;48;-0.125198589;1.020587278;0.520681971;9.084415066
49;01/01/2020;49;-0.052382812;0.859651303;0.563930734;9.871561459
50;01/01/2020;50;-0.049684996;1.008246125;0.458932944;11.84021049
51;01/02/2020;1;-0.180603126;0.87024633;0.668535662;10.45053126
52;01/02/2020;2;-0.058207592;0.871198428;0.48601739;10.27479368
53;01/02/2020;3;-0.110888962;0.959112235;0.512113875;11.05637642
54;01/02/2020;4;-0.101496201;1.098168184;0.489432082;11.79205428
55;01/02/2020;5;-0.016230952;0.958932603;0.584630489;11.71081922
56;01/02/2020;6;0.056305582;1.038138265;0.423155098;9.568571066
57;01/02/2020;7;0.164781747;1.194004839;0.520146241;9.920723136
58;01/02/2020;8;-0.077335342;0.942947784;0.55745696;9.636774955
59;01/02/2020;9;0.160590963;0.979276146;0.375476011;9.799009527
60;01/02/2020;10;-0.115780855;1.102250908;0.522771881;10.45128193
61;01/02/2020;11;0.065658846;0.74836751;0.440619794;9.520058015
62;01/02/2020;12;0.254899107;1.108765194;0.642881079;8.83447482
63;01/02/2020;13;-0.003476039;0.893007283;0.570489807;9.761056029
64;01/02/2020;14;-0.066963358;0.772390795;0.327486609;11.44983465
65;01/02/2020;15;-0.000760476;0.646399246;0.591928478;11.85287387
66;01/02/2020;16;0.177708445;0.857004359;0.521774093;9.596768496
67;01/02/2020;17;-0.113860774;0.765959547;0.443867524;10.82696832
68;01/02/2020;18;0.136782718;0.76431037;0.464441437;9.870865098
69;01/02/2020;19;0.132956479;1.325458268;0.372785783;9.878473113
70;01/02/2020;20;0.03364728;0.757570667;0.538619685;9.325726715
71;01/02/2020;21;0.000689284;1.199501983;0.336147686;8.421566201
72;01/02/2020;22;-0.045546874;1.109049128;0.485973722;11.8020764
73;01/02/2020;23;-0.036652393;0.823042177;0.545517561;10.80111681
74;01/02/2020;24;0.064828657;0.87775386;0.508338336;8.207735272
75;01/02/2020;25;0.207027086;0.917960097;0.585917332;9.652581274
76;01/02/2020;26;-0.015339841;1.038081874;0.50505481;11.55431593
77;01/02/2020;27;-0.139070095;0.930335014;0.73089441;10.10649279
78;01/02/2020;28;-0.072358178;1.165369506;0.414053683;10.19250892
79;01/02/2020;29;0.025826176;0.94146262;0.653911617;10.84922797
80;01/02/2020;30;-0.031705911;0.566930758;0.338553382;10.99051461
81;01/02/2020;31;-0.017778996;0.980756645;0.392268354;10.62758221
82;01/02/2020;32;-0.016999408;0.629608631;0.409863945;10.41521549
83;01/02/2020;33;-0.137230189;1.187562227;0.347888764;11.47493906
84;01/02/2020;34;-0.017378717;0.850462704;0.648469385;11.70947207
85;01/02/2020;35;0.085023226;0.776951713;0.603370332;10.2283596
86;01/02/2020;36;0.069760871;0.881698717;0.63712665;9.791883118
87;01/02/2020;37;0.054999735;1.117046137;0.439107856;10.01214576
88;01/02/2020;38;-0.040273198;0.61628836;0.508559709;10.34972266
89;01/02/2020;39;-0.019159377;1.050763358;0.611850749;9.322355358
90;01/02/2020;40;-0.119452788;0.805551647;0.606052979;10.64218268
91;01/02/2020;41;-0.005315882;0.99829731;0.556013677;8.710561965
92;01/02/2020;42;0.0255196;1.135808382;0.515814754;12.22606725
93;01/02/2020;43;0.170596401;1.113926273;0.383582678;7.516580641
94;01/02/2020;44;0.100151325;1.300592332;0.53096862;10.17283428
95;01/02/2020;45;-0.049558344;1.02581708;0.482150619;9.941095852
96;01/02/2020;46;0.03555503;0.85976341;0.434547543;10.5474523
97;01/02/2020;47;-0.113460804;1.430741443;0.657615726;9.589526398
98;01/02/2020;48;0.087820363;0.939350772;0.429859626;12.40240516
99;01/02/2020;49;0.097291675;1.161515955;0.524287639;9.855779061
100;01/02/2020;50;0.212111711;1.186198293;0.551603576;10.02339644
101;01/03/2020;1;0.041452353;1.09098042;0.605115476;11.12412194
102;01/03/2020;2;-0.047471847;1.285084138;0.53673044;10.69777449
103;01/03/2020;3;0.006599349;0.958201765;0.697321531;10.18090748
104;01/03/2020;4;-0.050247778;0.753719444;0.544513675;9.83039717
105;01/03/2020;5;-0.082599859;0.927879285;0.451151983;9.765471953
106;01/03/2020;6;0.016698928;0.89055734;0.510251154;8.645069307
107;01/03/2020;7;-0.089626463;1.065599202;0.566912925;10.62995608
108;01/03/2020;8;0.016818539;0.813340034;0.280949119;10.44727015
109;01/03/2020;9;0.035496826;1.136162165;0.490443595;8.955958142
110;01/03/2020;10;-0.005210512;0.76722352;0.504152571;9.812714425
111;01/03/2020;11;-0.019593462;1.351089902;0.476139913;11.28729087
112;01/03/2020;12;-0.064906975;1.289927473;0.505136854;11.27409281
113;01/03/2020;13;-0.110976723;0.910241012;0.300819364;8.778838642
114;01/03/2020;14;0.08492742;1.028013458;0.534623628;10.80202191
115;01/03/2020;15;0.002236253;0.925269934;0.500302934;10.1268307
116;01/03/2020;16;0.083114062;0.758713177;0.45075715;10.38851486
117;01/03/2020;17;-0.124428785;0.467730805;0.213558128;9.127803827
118;01/03/2020;18;0.016902641;0.994981101;0.458878726;9.79291301
119;01/03/2020;19;0.067316631;0.993125349;0.511820854;7.941587311
120;01/03/2020;20;-0.002627638;1.328471808;0.492883923;9.260876683
121;01/03/2020;21;-0.019139217;0.60090757;0.439130257;9.693377876
122;01/03/2020;22;-0.078190665;0.867565848;0.532164529;11.30341763
123;01/03/2020;23;0.205816199;1.176007598;0.408951047;8.941340145
124;01/03/2020;24;0.075050145;1.068477484;0.569928105;10.30172019
125;01/03/2020;25;0.18242083;1.024350771;0.582573238;10.08997319
126;01/03/2020;26;0.008005964;0.875847793;0.595754341;8.636607749
127;01/03/2020;27;-0.06314093;1.040189054;0.579884627;10.28252387
128;01/03/2020;28;-0.151328812;0.95281893;0.464787279;11.58069945
129;01/03/2020;29;-0.063609983;1.022732223;0.497505317;10.94004025
130;01/03/2020;30;0.022630153;0.884414161;0.624507337;11.13143023
131;01/03/2020;31;0.101369035;1.237712977;0.561094196;9.786304099
132;01/03/2020;32;0.025275014;1.211987256;0.534688303;10.9578389
133;01/03/2020;33;-0.117194831;1.267351642;0.627917971;7.62919037
134;01/03/2020;34;0.066871433;0.926566166;0.437315416;8.746741391
135;01/03/2020;35;-0.165010093;0.939132659;0.502526327;9.825152048
136;01/03/2020;36;-0.036585225;0.929944075;0.6301509;10.10851159
137;01/03/2020;37;-0.031611833;1.274828953;0.475021031;10.51692045
138;01/03/2020;38;-0.194824605;0.940055902;0.513499834;10.72163439
139;01/03/2020;39;0.092005752;1.019527029;0.485332677;9.540056167
140;01/03/2020;40;-0.062287159;1.076237606;0.623393059;9.518388453
141;01/03/2020;41;-0.033403665;1.135642511;0.513542598;9.650724678
142;01/03/2020;42;0.139514789;0.946465346;0.506724029;9.438234028
143;01/03/2020;43;0.063667441;1.469193133;0.431877789;9.875297302
144;01/03/2020;44;-0.01084317;0.814501069;0.458153706;10.87755233
145;01/03/2020;45;0.051376278;0.714688565;0.343078579;10.46334691
146;01/03/2020;46;0.039927181;1.008460533;0.540958654;9.560634664
147;01/03/2020;47;0.166285645;1.353488694;0.584780319;9.307582708
148;01/03/2020;48;0.02758934;1.010550065;0.366261569;9.895547206
149;01/03/2020;49;0.050627262;1.021945208;0.540135473;9.792000087
150;01/03/2020;50;0.034755198;1.172640523;0.53289359;11.21930841
151;01/04/2020;1;-0.037723765;0.980205359;0.5195321;7.729564301
152;01/04/2020;2;0.009761946;1.020739309;0.507146261;9.026547331
153;01/04/2020;3;0.163874465;1.241696975;0.663493326;10.62119026
154;01/04/2020;4;-0.087559247;1.018749204;0.533300708;10.66256167
155;01/04/2020;5;0.012176;0.849560696;0.640181262;9.349009751
156;01/04/2020;6;0.136213066;1.078984844;0.545101702;9.791262931
157;01/04/2020;7;-0.023462109;0.781695913;0.54873236;11.79691165
158;01/04/2020;8;-0.105338281;0.708341515;0.446026254;8.901221585
159;01/04/2020;9;-0.086978361;0.975457543;0.769090742;11.77774209
160;01/04/2020;10;-0.039012703;0.779814162;0.494018392;10.31694441
161;01/04/2020;11;-0.084735007;1.116184614;0.450252413;11.04957642
162;01/04/2020;12;-0.026063939;0.970610502;0.538241715;9.473719215
163;01/04/2020;13;-0.041441971;0.846733077;0.540918018;8.879787464
164;01/04/2020;14;-0.01830508;1.324579516;0.572374592;10.39825949
165;01/04/2020;15;0.04070561;0.978011891;0.408507543;10.4213068
166;01/04/2020;16;0.062463313;1.284340971;0.486281491;9.574846351
167;01/04/2020;17;0.167820574;0.97731579;0.657429328;9.123008994
168;01/04/2020;18;-0.006869365;0.934143812;0.45170823;11.2999966
169;01/04/2020;19;-0.032083991;1.074692197;0.464380949;8.663213244
170;01/04/2020;20;0.147100572;1.205977626;0.561022227;11.42924243
171;01/04/2020;21;0.17043294;1.541155009;0.439396485;9.40530688
172;01/04/2020;22;0.004324404;0.793010826;0.6134512;8.117313542
173;01/04/2020;23;-0.033265732;0.963314028;0.542246829;12.18031123
174;01/04/2020;24;-0.182223542;1.215554261;0.508954971;10.37877728
175;01/04/2020;25;0.14112624;1.068324045;0.340828601;8.930687171
176;01/04/2020;26;-0.083758243;0.962531275;0.465283299;9.624855018
177;01/04/2020;27;-0.112376279;0.739428178;0.703429598;9.205202282
178;01/04/2020;28;0.304376589;0.944268348;0.471409484;10.31512287
179;01/04/2020;29;0.023502131;0.963049218;0.565437878;10.13393939
180;01/04/2020;30;-0.003325861;0.983644501;0.407525238;8.759448424
181;01/04/2020;31;-0.273221952;1.322448359;0.340929696;10.25648054
182;01/04/2020;32;-0.009979059;0.907612032;0.570939847;9.325929793
183;01/04/2020;33;0.097603173;0.68478994;0.64493268;10.63322735
184;01/04/2020;34;0.041386892;1.099286615;0.345561969;10.60236487
185;01/04/2020;35;0.091232216;0.977609243;0.584606925;9.965966313
186;01/04/2020;36;0.19837322;0.95913072;0.533093247;9.210293639
187;01/04/2020;37;0.116910851;1.127113633;0.463381269;9.529564446
188;01/04/2020;38;-0.050873702;0.418665209;0.674928498;8.987181862
189;01/04/2020;39;0.070418018;0.889268349;0.399485504;10.83355327
190;01/04/2020;40;-0.019841627;0.969309634;0.48825607;11.35402356
191;01/04/2020;41;-0.053807079;1.121058103;0.566850555;10.05007271
192;01/04/2020;42;-0.285575866;0.947798681;0.391752598;10.33688076
193;01/04/2020;43;-0.078964685;0.798972308;0.610596781;9.791001127
194;01/04/2020;44;0.048781464;1.074513223;0.488584662;10.21845999
195;01/04/2020;45;0.216803254;1.003889235;0.62291483;11.87347521
196;01/04/2020;46;0.050069461;1.022105763;0.497670318;10.2617218
197;01/04/2020;47;0.06202102;1.231314087;0.426489453;11.33469452
198;01/04/2020;48;-0.096590321;0.891555908;0.365948517;10.24774665
199;01/04/2020;49;0.016265471;0.750159743;0.362693411;8.624215139
200;01/04/2020;50;-0.207823754;0.743997481;0.485094291;8.809460218
201;01/05/2020;1;0.048522682;0.795213442;0.299372404;9.026181381
202;01/05/2020;2;0.069676878;0.722469884;0.344043146;9.900368803
203;01/05/2020;3;0.018551392;0.990155777;0.696270157;9.889265
204;01/05/2020;4;0.070073352;1.362192146;0.482168178;11.1921946
205;01/05/2020;5;0.031168103;0.980097987;0.635762067;8.34411407
206;01/05/2020;6;0.076046236;1.155447425;0.664899205;8.954356709
207;01/05/2020;7;0.184246363;0.779480735;0.511948457;8.259760866
208;01/05/2020;8;0.111236284;0.955671043;0.500362062;10.51312077
209;01/05/2020;9;0.003266396;1.113218993;0.519644345;9.554043154
210;01/05/2020;10;-0.111444896;0.929008131;0.567973951;8.160806224
211;01/05/2020;11;0.041805782;1.15705252;0.580112484;9.180152361
212;01/05/2020;12;-0.040023524;1.138809476;0.298479942;9.004790451
213;01/05/2020;13;0.14934931;0.873454021;0.504739599;10.29731013
214;01/05/2020;14;-0.160708094;0.845608272;0.561309661;10.5574165
215;01/05/2020;15;-0.041575179;1.471563478;0.482998152;8.726662993
216;01/05/2020;16;0.042200837;0.961490133;0.522575952;11.02507261
217;01/05/2020;17;-0.015173654;1.001323867;0.589240414;10.46661217
218;01/05/2020;18;-0.060615112;0.989090795;0.48523869;10.23391832
219;01/05/2020;19;-0.030472107;0.886358624;0.653718231;10.2644419
220;01/05/2020;20;0.06295361;0.814604811;0.545261935;10.43241992
221;01/05/2020;21;0.089517198;0.772852964;0.340430575;10.97322215
222;01/05/2020;22;0.066021263;1.182792468;0.481283471;9.470805941
223;01/05/2020;23;0.227348352;0.802787433;0.556763447;10.04576848
224;01/05/2020;24;0.117349757;1.133497083;0.516267912;12.79469141
225;01/05/2020;25;0.028770973;1.281319098;0.362801699;8.911999798
226;01/05/2020;26;-0.065977009;1.231555792;0.311604749;10.29542957
227;01/05/2020;27;0.291914013;0.97224936;0.493195299;8.562035435
228;01/05/2020;28;0.06774155;0.89213563;0.568730693;10.21308148
229;01/05/2020;29;-0.068432034;0.7842213;0.429199927;10.97496063
230;01/05/2020;30;0.018649208;0.996287572;0.537767727;7.646537845
231;01/05/2020;31;-0.03243933;0.953476863;0.558075774;9.415482188
232;01/05/2020;32;-0.027470422;1.031258709;0.597462609;12.25387415
233;01/05/2020;33;-0.093350334;0.879198049;0.558745251;9.225978944
234;01/05/2020;34;0.011684534;1.125807024;0.524527878;8.57633202
235;01/05/2020;35;0.031916024;1.142833914;0.34339963;10.45766938
236;01/05/2020;36;-0.107754212;1.21517722;0.449187185;9.276999109
237;01/05/2020;37;-0.323315213;1.449951103;0.585827885;11.48374463
238;01/05/2020;38;-0.025487465;1.03957812;0.545186672;11.08204886
239;01/05/2020;39;0.002951783;0.884890736;0.410209576;10.79975844
240;01/05/2020;40;0.059427377;0.984535827;0.531901114;8.574784199
241;01/05/2020;41;0.005913517;0.674416022;0.490603549;10.35920383
242;01/05/2020;42;0.041339889;1.025984631;0.626430832;10.38122255
243;01/05/2020;43;-0.109777217;0.914865373;0.496599063;7.916541468
244;01/05/2020;44;0.071117526;1.08120235;0.461183097;10.6278339
245;01/05/2020;45;0.071888873;0.946237963;0.473954517;10.30061325
246;01/05/2020;46;0.025165107;0.723803093;0.412256549;8.941602761
247;01/05/2020;47;0.135727444;1.007316664;0.629275143;9.79135054
248;01/05/2020;48;0.040446847;0.729351094;0.516518785;12.04797323
249;01/05/2020;49;0.026436427;1.179401239;0.439679292;10.78409728
250;01/05/2020;50;0.02680439;0.634128058;0.53986039;8.722770685
251;01/06/2020;1;0.043693058;0.971624611;0.585895213;10.09112401
252;01/06/2020;2;0.106012391;1.091596356;0.457808753;11.74684531
253;01/06/2020;3;0.04521904;0.696076497;0.469451111;10.03245218
254;01/06/2020;4;0.066319862;1.279811063;0.494081199;9.488567285
255;01/06/2020;5;-0.113637355;0.822932162;0.299812781;11.16480524
256;01/06/2020;6;-0.037049752;0.898733942;0.515543642;9.534722658
257;01/06/2020;7;0.147696959;1.032666421;0.504256223;9.769369951
258;01/06/2020;8;-0.122390375;0.932571229;0.47379608;10.85580915
259;01/06/2020;9;0.025806839;0.792809694;0.397880674;11.77914433
260;01/06/2020;10;0.040500281;1.081867586;0.60653571;9.174657284
261;01/06/2020;11;0.097580332;0.895155308;0.454240916;9.771120047
262;01/06/2020;12;-0.034887674;1.101300075;0.513530391;9.930962683
263;01/06/2020;13;0.015862544;0.899055427;0.71127876;10.89413106
264;01/06/2020;14;-0.176325507;0.808549934;0.44081663;11.54040617
265;01/06/2020;15;0.033859605;0.981073128;0.433126211;11.6911065
266;01/06/2020;16;-0.066656503;1.129887864;0.515387874;9.772783084
267;01/06/2020;17;-0.023864662;1.04846436;0.471460839;10.93121096
268;01/06/2020;18;-0.118776528;0.988213182;0.450730356;9.126397371
269;01/06/2020;19;0.038493532;0.610441186;0.540977154;9.462178627
270;01/06/2020;20;0.066657952;1.290288726;0.522935645;8.803055809
271;01/06/2020;21;-0.030461389;0.992012064;0.392537437;8.899584182
272;01/06/2020;22;0.182501106;0.827200462;0.361924915;10.59121993
273;01/06/2020;23;0.067055937;0.959661952;0.559823324;10.73371257
274;01/06/2020;24;0.094863257;1.052251113;0.416053136;10.21727756
275;01/06/2020;25;0.2049403;0.696329723;0.404457494;9.237785957
276;01/06/2020;26;-0.065111361;1.143461726;0.623621807;10.29690313
277;01/06/2020;27;0.080861927;1.049366546;0.507598415;8.795006216
278;01/06/2020;28;0.098658061;1.240553409;0.446042709;8.244235916
279;01/06/2020;29;-0.00061708;1.197207854;0.577353812;9.497257394
280;01/06/2020;30;0.031905236;0.89241188;0.630430052;9.58787214
281;01/06/2020;31;-0.10118219;0.901943452;0.598510997;9.050252114
282;01/06/2020;32;0.047016755;0.800896765;0.398827849;7.99585783
283;01/06/2020;33;-0.070097033;0.927659414;0.439397097;9.575334621
284;01/06/2020;34;0.081368286;1.188870962;0.531672606;10.53270406
285;01/06/2020;35;-0.081143078;1.358441402;0.363530889;10.78617531
286;01/06/2020;36;0.031939749;1.185681879;0.461803372;11.59545413
287;01/06/2020;37;-0.084652265;0.634012466;0.498570726;10.04177316
288;01/06/2020;38;-0.024576318;1.164375621;0.493458187;12.27647505
289;01/06/2020;39;-0.155285901;1.207253752;0.522343242;10.45270022
290;01/06/2020;40;0.012843403;1.123484029;0.518318217;9.843101392
291;01/06/2020;41;0.098544339;0.829013927;0.589066124;8.069981797
292;01/06/2020;42;0.018324752;1.212902104;0.494692816;12.43040542
293;01/06/2020;43;-0.176622921;1.145896292;0.417014188;11.41070075
294;01/06/2020;44;-0.06205337;1.132531317;0.48789709;10.63369298
295;01/06/2020;45;0.165604304;0.923718559;0.479034196;11.11845496
296;01/06/2020;46;0.180980539;1.169178356;0.503958956;11.04437263
297;01/06/2020;47;-0.117503677;1.022318377;0.64809902;10.85920791
298;01/06/2020;48;-0.036670326;0.986445948;0.556666006;10.94183529
299;01/06/2020;49;0.035362545;1.297419619;0.678958036;11.06213158
300;01/06/2020;50;0.031915622;1.151444675;0.611404785;9.30989517
301;01/07/2020;1;-0.057995699;0.425191501;0.679407453;9.731462145
302;01/07/2020;2;-0.09532787;0.91469151;0.36354511;10.117522
303;01/07/2020;3;-0.017942859;0.702518741;0.429256002;9.144394674
304;01/07/2020;4;0.100980821;1.117758329;0.444371565;12.17520634
305;01/07/2020;5;0.002362661;0.911480098;0.468991891;8.67555011
306;01/07/2020;6;-0.064902822;1.18026096;0.462382066;10.1421963
307;01/07/2020;7;-0.050437422;1.093565668;0.545852601;9.205355053
308;01/07/2020;8;0.16143915;1.004408064;0.373885085;10.08922381
309;01/07/2020;9;-0.044695981;0.982978434;0.447253484;10.16900857
310;01/07/2020;10;0.076317676;0.927746571;0.444318578;9.951635608
311;01/07/2020;11;0.147171869;1.0399013;0.462556127;6.905344677
312;01/07/2020;12;0.04436649;0.778349149;0.439560002;7.503746522
313;01/07/2020;13;-0.042172187;1.134558814;0.620312707;10.72062029
314;01/07/2020;14;-0.004000163;0.921177273;0.576887323;9.107842147
315;01/07/2020;15;-0.049227997;0.851206483;0.523835102;10.09702001
316;01/07/2020;16;0.122771712;0.934777305;0.358497186;10.80002986
317;01/07/2020;17;-0.014955357;1.374933765;0.793377439;9.831703178
318;01/07/2020;18;0.154998338;0.648400171;0.593502576;9.285531441
319;01/07/2020;19;-0.056161254;0.930227818;0.623388452;9.773394344
320;01/07/2020;20;-0.064711725;1.021317846;0.310861528;11.60854093
321;01/07/2020;21;0.014313216;0.892468244;0.477734871;11.56003753
322;01/07/2020;22;0.002418865;0.917746174;0.576812753;11.94590476
323;01/07/2020;23;-0.050445152;1.076469668;0.538795366;11.50084001
324;01/07/2020;24;-0.158139681;1.044502818;0.560913303;8.406802883
325;01/07/2020;25;0.003006642;0.865249098;0.559051861;8.14447811
326;01/07/2020;26;-0.07165767;1.113486583;0.456485925;10.06520808
327;01/07/2020;27;0.108261096;1.035896731;0.47492301;9.822279113
328;01/07/2020;28;-0.095268545;1.13726835;0.407373062;8.522255913
329;01/07/2020;29;0.112648273;0.734547268;0.60874358;8.005707565
330;01/07/2020;30;-0.064904302;0.846416712;0.305604078;11.24752017
331;01/07/2020;31;0.029247008;0.961459498;0.471937956;11.67037578
332;01/07/2020;32;0.089870272;1.19181024;0.581207756;10.26392319
333;01/07/2020;33;-0.051874236;0.894193728;0.479229631;10.17074695
334;01/07/2020;34;0.055443855;0.793422602;0.645075732;9.877894613
335;01/07/2020;35;-0.008797367;1.154349098;0.584149318;9.505572593
336;01/07/2020;36;-0.113521293;1.093071333;0.413426218;8.609465036
337;01/07/2020;37;-0.027007961;0.754865787;0.494012219;9.795099707
338;01/07/2020;38;0.161978988;1.409335448;0.501153115;8.951126458
339;01/07/2020;39;-0.021413117;1.29973489;0.526911145;10.19074649
340;01/07/2020;40;-0.081778246;0.722210183;0.447183949;10.70765806
341;01/07/2020;41;-0.005402292;1.430675293;0.438292616;9.709135319
342;01/07/2020;42;0.033014161;0.654176652;0.473762748;11.48399659
343;01/07/2020;43;0.095532461;1.020408497;0.591234717;11.67522515
344;01/07/2020;44;0.114395988;0.771744175;0.612361059;11.23741024
345;01/07/2020;45;0.01005224;0.924598182;0.439648029;8.588000024
346;01/07/2020;46;0.116457525;0.93024358;0.505532339;8.458255371
347;01/07/2020;47;-0.076425995;1.064577016;0.399934157;10.07694441
348;01/07/2020;48;-0.23445134;0.775132076;0.424182117;10.1583227
349;01/07/2020;49;-0.047168343;0.448590056;0.438856419;10.67344443
350;01/07/2020;50;-0.051585549;0.98083778;0.368327774;8.530412456
351;01/08/2020;1;-0.231603615;0.850660039;0.299258498;9.724838986
352;01/08/2020;2;0.056247176;1.042156284;0.576800213;10.35177256
353;01/08/2020;3;-0.078377514;0.830298038;0.540576131;8.335146889
354;01/08/2020;4;-0.022605399;1.158452953;0.416828412;10.18693215
355;01/08/2020;5;-0.158710299;1.005837487;0.595807577;11.9028275
356;01/08/2020;6;0.05475242;1.120677602;0.681071925;8.481224275
357;01/08/2020;7;0.189122702;0.801011979;0.244998552;11.33052663
358;01/08/2020;8;-0.087807711;0.957733508;0.615025508;11.05160049
359;01/08/2020;9;-0.011255891;1.068804217;0.622789365;11.05512167
360;01/08/2020;10;0.194871306;0.982124294;0.515210316;11.43140696
361;01/08/2020;11;0.093381633;1.330807493;0.447691619;10.020647
362;01/08/2020;12;0.191305942;0.607418257;0.389840664;10.20133489
363;01/08/2020;13;-0.000523406;1.151225102;0.412026972;9.010207247
364;01/08/2020;14;-0.015226005;1.002883732;0.436329974;10.51847961
365;01/08/2020;15;-0.050963166;1.189142761;0.289406857;11.27425588
366;01/08/2020;16;0.14345737;0.980238302;0.435374164;10.19217933
367;01/08/2020;17;-0.128583853;0.452049151;0.598679343;11.17516956
368;01/08/2020;18;0.030731422;1.08406117;0.424509985;11.24239293
369;01/08/2020;19;-0.004631853;0.956324148;0.656520486;8.708610057
370;01/08/2020;20;0.22518418;0.802128934;0.494995074;10.33797109
371;01/08/2020;21;-0.060803373;0.868706221;0.511102871;9.524847321
372;01/08/2020;22;-0.150928817;1.01113271;0.547547105;9.834045605
373;01/08/2020;23;0.023263177;1.490412689;0.40609961;9.833611371
374;01/08/2020;24;-0.00396487;1.037634715;0.422595438;8.876839464
375;01/08/2020;25;-0.083912507;0.804060726;0.457644153;10.94094672
376;01/08/2020;26;0.013229109;1.380722094;0.677287949;9.086723308
377;01/08/2020;27;-0.027552475;0.912296044;0.542655066;10.48587212
378;01/08/2020;28;-0.067875864;0.834054781;0.490552983;8.204803021
379;01/08/2020;29;0.050083593;0.750553736;0.388340457;9.63019853
380;01/08/2020;30;-0.033166231;0.865238167;0.491256485;9.791319429
381;01/08/2020;31;-0.183498025;1.387033453;0.539252609;9.338888238
382;01/08/2020;32;-0.265174125;1.181312287;0.463937783;9.823403716
383;01/08/2020;33;-0.058058217;1.147305354;0.411201564;11.03581157
384;01/08/2020;34;0.145418687;1.029325061;0.405358345;10.58535273
385;01/08/2020;35;0.083812938;1.056624159;0.478008844;9.206749168
386;01/08/2020;36;0.121505358;1.117855344;0.534222012;9.787459512
387;01/08/2020;37;0.098250544;1.043169895;0.596992413;9.903361289
388;01/08/2020;38;0.031576402;1.031010647;0.366454686;9.621649592
389;01/08/2020;39;-0.150706263;1.190765327;0.419912052;9.868196015
390;01/08/2020;40;0.020556979;0.96682946;0.295320366;9.706515425
391;01/08/2020;41;0.159722809;1.051000749;0.511005622;12.13748109
392;01/08/2020;42;-0.339606353;0.820505528;0.571610037;10.28994796
